Date,^GSPC,AAPL,MSFT,GILD,UNP,UTX,HPQ,CSCO,SLB,AMGN,JPY=X,GOLD,BBVA,T,A,F
2000-01-04,-0.03834466807849768,-0.08431043113805736,-0.0337801608579088,-0.0455049944506104,-0.0014513788098693414,-0.041000000000000036,-0.07557216669017519,-0.056101792943898166,-0.013651877133105783,-0.07646474677259185,0.014258992166684914,-0.014134275618374548,-0.00434785142184535,-0.058510638297872286,-0.07638890483423466,-0.03341286805850452
2000-01-05,0.0019221829913671495,0.014634090108152531,0.010543840177580366,-0.008139534883720878,0.0,-0.019812304483837306,-0.006332711835961846,-0.0030637254901960675,-0.0023068050749711633,0.03440860215053765,0.009210751928097505,0.017921146953405076,-0.00873360671483503,0.015536723163841915,-0.06203010925563768,0.0037036745028042883
2000-01-06,0.0009556781096431433,-0.08653845474917488,-0.03349807797913229,0.06799531066822984,0.061046511627907085,0.0478723404255319,-0.06373117376473625,-0.01659496004917027,0.06820809248554904,0.016632016632016633,0.010952128534449601,0.0,0.0,-0.026425591098748313,-0.038076172008590814,0.0012300481752931525
2000-01-07,0.027090399268961063,0.04736845211969576,0.013068181818181923,0.1525795828759604,-0.006849315068493178,0.039593908629441676,0.028465313390988678,0.05875000000000008,0.018398268398268414,0.11247443762781195,0.0009502848135611863,-0.02464788732394363,-0.008810554633947532,0.008571428571428674,0.08333334074020415,0.07371003783918573
2000-01-10,0.011189969413615053,-0.017587939529917884,0.007291082445316954,0.1304761904761904,0.02344827586206888,0.009765625,0.06919378544208477,0.037190082644628086,0.009564293304994642,0.06066176470588225,-0.0016139577137573857,0.0,-0.008888940589871441,0.014164305949008416,0.06057694445604467,-0.018306598207088243
2000-01-11,-0.013062511876438365,-0.0511509043978825,-0.025612472160356337,-0.09140690817186181,0.008086253369272267,-0.023210831721469982,-0.02250989730281483,-0.030165054069436592,0.020000000000000018,-0.07885615251299827,0.00817794742305522,0.018050541516245522,-0.031390106627573355,-0.013966480446927387,-0.013599275546971823,-0.026806530880013946
2000-01-12,-0.004386371327394056,-0.05997301497549379,-0.032571428571428584,-0.0088085303662494,-0.020053475935828846,0.022772277227722793,0.03511809623570983,-0.025234741784037507,-0.02270381836945301,-0.043273753527751646,-0.0029239536729793736,-0.01773049645390068,-0.004629656665368298,-0.052407932011331426,-0.020220573818807153,0.02874248765083731
2000-01-13,0.012169700618563484,0.10967736106481984,0.01890135853514474,0.0551917680074836,0.017735334242837686,0.010648596321394033,0.003337037165772161,0.022877784467188356,0.028511087645195277,0.051130776794493515,0.0029325282497263405,-0.0072202166064981865,-0.018604613642038803,-0.02391629297458897,0.015009413601579702,-0.011641459719773595
2000-01-14,0.010671299962722536,0.038113705698919365,0.041159420289855086,-0.023049645390070927,-0.012064343163538882,-0.022030651340996132,-0.0022172922571784826,0.012948793407886905,0.010266940451745477,0.022450888681010195,-0.0013204998498516085,-0.014545454545454528,0.0,0.029096477794793296,0.011090557415745161,-0.024734984412309924
2000-01-18,-0.00683207152771137,0.034847542334618176,0.02728285077950998,-0.006352087114337546,-0.03663500678426057,-0.016650342801175277,0.009444395828361873,0.04125508425334101,0.07520325203252032,0.010978956999085021,-0.0020777634776666387,0.03690036900368998,-0.03791468875575155,-0.02083333333333337,0.04570384054836496,0.04830917971596471
2000-01-19,0.0005222932212531894,0.02525556246865257,-0.07208672086720869,-0.08127853881278535,-0.016901408450704203,-0.03286852589641431,0.021463963943972653,0.002790178571428603,-0.003780718336483968,0.04253393665158378,-0.003785742116364843,-0.014234875444839812,0.004926059399474658,-0.01367781155015202,-0.02097906635692315,-0.014976947616734626
2000-01-20,-0.007095321074094607,0.0651025951316373,-0.009345794392523366,-0.00497017892644136,-0.03724928366762181,-0.022657054582904235,0.001077584958388389,0.0005564830272677401,-0.01992409867172673,-0.0026041666666666297,0.00047497075193447813,-0.014440433212996373,-0.009803901867150744,0.01078582434514641,-0.026785716326382714,-0.02280703315471788
2000-01-21,-0.0029123190810015354,-0.019273069908028018,-0.021226415094339646,-0.0029970029970030065,0.04166666666666674,0.02212855637513167,-0.02583420045549678,0.025583982202447064,0.022265246853823806,0.040034812880765935,-0.005602472239754408,0.00366300366300365,-0.014851494036040358,0.04878048780487809,0.009174312644786964,-0.03411130892185543
2000-01-24,-0.027633593591799732,-0.04548005842068514,-0.02409638554216864,-0.1112224448897795,-0.030000000000000027,-0.010309278350515427,-0.0011049710629159604,-0.053687635574837356,-0.025568181818181768,-0.07280334728033477,0.008880827867980612,-0.03284671532846717,0.0050251550914368615,-0.023255813953488413,-0.0036363328903820102,0.013630784738156265
2000-01-25,0.006064800483985611,0.056470623124593944,0.015432098765432167,0.021420518602029315,-0.03534609720176729,-0.05208333333333337,-0.003318580123754522,0.02808022922636111,-0.01263362487852282,0.0018050541516245744,0.0020823588975455998,-0.0037735849056603765,0.019999959005168932,-0.04761904761904767,-0.011861329993325676,-0.01955992875819368
2000-01-26,-0.00421272125638672,-0.018374197857988994,-0.033434650455927084,-0.046909492273730646,0.021374045801526798,0.00219780219780219,-0.034406248841625464,-0.04403567447045709,-0.009842519685039353,-0.07567567567567568,-0.0027392170398021776,-0.015151515151515138,0.03921568475901149,0.0,0.009233610923639946,-0.04239400442944341
2000-01-27,-0.00393842799334565,-0.0017016535489839946,-0.0062893081761006275,-0.08048639258830337,-0.03736920777279518,-0.0317982456140351,-0.0022988479112283633,-0.005247813411078717,-0.005964214711729587,-0.042884990253411304,-0.005588217058655309,0.04230769230769238,0.02358489548660425,-0.025000000000000022,0.0018298106674081716,0.04036460263427921
2000-01-28,-0.027456829027902918,-0.07613634563674632,-0.005063291139240533,-0.013224181360201537,0.009316770186335477,-0.053227633069082625,0.00230414478966523,-0.02579132473622514,-0.040000000000000036,-0.027494908350305547,0.01971616093858919,-0.03690036900369009,-0.032258036389635425,0.0064102564102563875,-0.0054794057271739804,-0.018773527028442483
2000-01-31,0.025217566974388372,0.020910161592166965,-0.003816793893129722,-0.04403318442884496,-0.009230769230769265,0.013157894736842035,-0.004597695822456838,0.054151624548736566,0.017708333333333437,0.06701570680628266,0.001307672266402049,0.003831417624521105,-0.019047580433962596,0.09235668789808926,-0.02754821022979248,0.015306144132325894
